trial_number,seed,score,min_over_groups_min_distance,group_min_distance_q10,mean_group_min_distance,global_mean_nn_distance
71,94730,0.3738402332356413,0.36158843096332455,0.3922179366441165,0.4502193219345791,0.20576502065189628
229,42277,0.3735479540189728,0.3705148475715498,0.3780976136901073,0.45077802864000993,0.20188165121318397
161,2344,0.3729917538308134,0.35987626520610244,0.39266498676787986,0.4603750098236287,0.18971874032260813
35,23837,0.3729248460797869,0.3597546387657056,0.39268015705090875,0.45466166061054397,0.19988454700695513
47,78034,0.37291895006685716,0.3548652169351926,0.399999549764354,0.4668680728476671,0.19828487852224272
118,16229,0.3725864838400377,0.3634113484704132,0.3863491868944744,0.4689961700144452,0.20180667214906833
69,84294,0.3722175791026034,0.36886932410071643,0.3772399616054338,0.457501492485426,0.1928856081048441
219,14251,0.37182258233793514,0.3599417693470809,0.3896438018242165,0.4733373740068257,0.2023473638341537
151,16848,0.371789589427459,0.36833103214427687,0.3769774253522322,0.4668808812779653,0.1954200714282519
148,17659,0.3716605188730199,0.32925820862634236,0.4352639842430361,0.4615569319195885,0.20585004943962681
15,31876,0.37159118695100646,0.3457558133423897,0.4103442473639316,0.4690483881255411,0.20621716525316236
155,67801,0.3715160147787108,0.36073394394072694,0.3876891210356866,0.4486640223763973,0.20190497736280397
234,18426,0.37078904911612554,0.3419355806423019,0.41406925182686105,0.4782214555138489,0.2060197791493271
77,12153,0.370749600104274,0.3391313884682782,0.41817691755826764,0.4515377758025711,0.18883806724735236
13,25379,0.3704405855984066,0.36502405285370976,0.37856538471545187,0.46142259753973436,0.20534581891385817
114,99538,0.3701015040809007,0.34438197368618584,0.40868079967297305,0.4795051901856615,0.2029836279777887
20,48635,0.37004441503876645,0.3594303483733811,0.38596551503684445,0.4568096175909185,0.19300421145321237
42,83382,0.36910925926950644,0.3518429384655404,0.39500874047545553,0.4576043323495244,0.2002618338969735
107,6291,0.36905220347715456,0.3619039637471294,0.37977456307219226,0.44497121287745994,0.19449082405669232
64,90898,0.36808066293665864,0.36652445985080384,0.37041496756544084,0.44129163942033783,0.19931563599436009
84,5938,0.367830080478211,0.3637990028856045,0.3738766968671207,0.4361407403793773,0.20006702785231364
124,4911,0.36768737311068767,0.3552605707066041,0.3863275767168131,0.45403076567439654,0.20202086440832145
115,17317,0.3671273874799122,0.3529439572080539,0.3884025328876996,0.45401946866468174,0.20256424645910767
154,9726,0.3662059319361515,0.35357722068902964,0.3851489988068342,0.45450505141548453,0.20639929756005165
211,93482,0.36605926381705667,0.3638036515592896,0.36944268220370724,0.45365030487182806,0.19877689668172635
34,8246,0.36571986218809327,0.3449850800790222,0.39682203535169996,0.4721389709187457,0.18826112609311277
61,88506,0.3647442716507774,0.3432016313686516,0.3970582320739661,0.4617619503106924,0.2036993241881011
186,76164,0.3645073168526708,0.33300592630680853,0.41175940267146405,0.45397104884547185,0.2075704181510721
171,19911,0.36449549838895345,0.3618417768623443,0.3684760806788672,0.44444406871133724,0.20013617225571415
126,4488,0.3636262861747208,0.3579893821983916,0.37208164213921463,0.4568800477040042,0.20782041387344852
37,24754,0.36344219412927903,0.3503156345872572,0.3831320334423118,0.4377981433447835,0.19405182207273042
96,2856,0.36325982162336934,0.30898317254374186,0.4446747952428106,0.4683103130885825,0.18868339987686572
197,58814,0.36202645773306497,0.33301308501436316,0.40554651681111775,0.46296038513853816,0.1910892806577182
149,16929,0.362004912403598,0.33437660179410866,0.40344737831783206,0.4516846827676095,0.1934190889243851
1,11871,0.3616448854516666,0.3580365034550666,0.36705745844656673,0.44511275235381864,0.19459052950463085
145,12631,0.3608273764396349,0.3472743440776772,0.3811569249825714,0.4630417595383939,0.20026378121152852
205,16264,0.3601384745598618,0.3558100718564314,0.36663107861500743,0.4588805686973028,0.19405399612926497
60,89329,0.35933045357692317,0.3499059828580848,0.37346715965518074,0.4704899411839683,0.20351199467779998
75,21503,0.35865619486626243,0.3489017997988861,0.37328778746732705,0.4677995755072129,0.20938599959845297
138,18306,0.3580696178770082,0.3010567135503245,0.4435889743670337,0.47740218188251554,0.2012186742555363
82,16212,0.3575052941967274,0.34166036156163526,0.38127269314936557,0.45595883565597906,0.2045890210256128
139,86170,0.35724308892355006,0.3498350473142546,0.3683551513374932,0.4504897684149179,0.1982849015951045
135,95931,0.3571576061729138,0.34609123950797066,0.3737571561703285,0.4557018889270627,0.19707410146443896
23,17657,0.35638119757744685,0.3419658800683048,0.37800417384115986,0.45926205691298083,0.19709339536181908
86,14611,0.3560031629479712,0.3158485360583686,0.416235103282375,0.46386193684416643,0.18610215940216607
200,70970,0.3547697359553631,0.351018105156603,0.3603971821535032,0.4595921272819123,0.20514173948926495
19,45830,0.35438944077656764,0.3445065788539219,0.3692137336605363,0.4581719225644655,0.20451920659810865
210,19316,0.3543037303874611,0.3240690570571109,0.39965574038298646,0.47304373691574125,0.2047194136502332
192,26229,0.35318499998048936,0.3306371576957382,0.387006763407616,0.4593442545311766,0.19350810441411578
144,11799,0.352873017176066,0.32474868511731636,0.39505951526419053,0.4513331034029859,0.20070591324061948
103,9453,0.35282310644524495,0.30742052530764374,0.4209269781516468,0.46289929154603715,0.19944222275931855
183,30263,0.35279553453609436,0.3419353460989913,0.36908581719174893,0.46147333864907353,0.2113273116471376
123,27033,0.3525303801827211,0.320204270451563,0.40101954477945817,0.4629317162685645,0.20873756326278448
174,48572,0.35200040211237826,0.34648207795519614,0.3602778883481514,0.4367082639399822,0.195346611810992
43,88902,0.3517405323847447,0.3192205473287667,0.4005205099687116,0.47337162564142643,0.20685904822538786
162,12006,0.35164668750760353,0.3268845018704846,0.3887899659632819,0.4468802919248947,0.1957690120753547
143,23732,0.350842290893787,0.3436386417443255,0.3616477646179792,0.45436131146142306,0.19543203737402257
29,1411,0.3506527106601227,0.3370687715022387,0.3710286193969488,0.4420193949943885,0.202635896917181
137,95494,0.35055371244250494,0.3440798408935792,0.3602645197658936,0.4574038643320059,0.19434055309379125
189,66108,0.34966587722972614,0.34197176711066035,0.3612070424083248,0.45731800132312556,0.2005837349101155
80,8426,0.3492059126943474,0.32243286902225127,0.38936547820249173,0.4656768081367539,0.19760915374876958
112,13579,0.34842064216086166,0.3347343102091115,0.368950140088487,0.44308947657138764,0.19364231844833024
120,41174,0.3478855308606478,0.33075449401310697,0.37358208613195903,0.4576134507042697,0.20427688111182798
105,22670,0.3478837993916342,0.3381025918239372,0.3625556107431797,0.452612136866207,0.19274568693678354
101,557,0.34782126126739493,0.32507159106312994,0.38194576657379237,0.4578636612579965,0.20060742630331743
175,11251,0.34563552939209463,0.30248409302266505,0.410362683946239,0.4649452948222231,0.19852500607373566
25,18035,0.34524483903298986,0.3364467541622864,0.358441966339045,0.46584804896725746,0.199741235975972
95,27117,0.3435038342967326,0.3273801730320142,0.36768932619381023,0.46921881678658445,0.18915054274761003
194,58192,0.34322578434508977,0.3030179259759193,0.40353757189884537,0.45960395154579164,0.20671237187338817
88,28837,0.34282445542776196,0.2895199601151249,0.42278119839671763,0.4772201700151997,0.19622841332592209
66,74332,0.3414252278484453,0.33738407185899366,0.34748696183262284,0.44811233493520464,0.20279725367942425
217,21882,0.3414048840952079,0.33450114412852555,0.35176049404523146,0.43839314181013805,0.20474065670245034
67,73396,0.339802885039291,0.3353755525465695,0.3464438837783733,0.4492190857373043,0.19961627727564019
214,12512,0.33937856847792247,0.3093038150269287,0.384490698654413,0.4536974756532968,0.19447388054500928
10,12512,0.33937856847792247,0.3093038150269287,0.384490698654413,0.4536974756532968,0.19447388054500928
173,10559,0.3393619791160625,0.3199998822030364,0.36840512448560153,0.4465525653078344,0.20138130268813828
24,18419,0.33877911478050127,0.29213226395685904,0.40874939101596464,0.47480448226744354,0.20030154895299046
153,9516,0.3364291875204238,0.2928385646383258,0.4018151218435707,0.4726717123322916,0.20188721394825412
119,11521,0.3358218986827948,0.3014717870963786,0.3873470660624191,0.46375249991703127,0.2025490059564361
181,15174,0.3352134160186835,0.28978297214875215,0.4033590818235805,0.4681405029122284,0.20477986774245135
6,44203,0.3342951686817327,0.31799116018221096,0.35875118143101536,0.4494082540330315,0.19680711440893675
40,86867,0.333732378625028,0.3206251223971228,0.35339326296688595,0.44470985724290074,0.19986961161094285
147,92469,0.33331986220922394,0.303508065790719,0.3780375568369814,0.4537821667495619,0.1964974440944068
213,12182,0.33252276344857723,0.3170062446045292,0.3557975417146493,0.43397198162693773,0.19836792396860692
30,61398,0.3320827095272404,0.3137600711821766,0.35956666704483614,0.4482770715640196,0.1895395093685538
53,57999,0.32948186269206636,0.3188432874281613,0.34543972558792385,0.4403222272267034,0.19765703420488298
3,92196,0.32943644179829046,0.318991334094428,0.34510410335408426,0.43364473421998645,0.19943189532170572
141,44484,0.32809160842749163,0.30627645243767865,0.3608143424122112,0.44069971792899276,0.1980955496747998
203,32991,0.32689425640537595,0.3199170751602723,0.33736002827303146,0.4550557186421666,0.20011689224493123
93,18714,0.3255320499651489,0.31486568468793624,0.34153159788096793,0.43494845825889633,0.18913730959569833
140,86369,0.32550384081014117,0.3077058427796805,0.35220083785583217,0.4530838295771062,0.1892092988976492
14,32224,0.3248724683111833,0.26417924150086997,0.4159123085266533,0.4636867072499048,0.20168263219933757
188,91553,0.3245041280165316,0.3194227447917762,0.3321262028536647,0.4463208480572155,0.20156539830580666
230,16151,0.32449441641210425,0.2846226140359222,0.3843021199763773,0.4379169344867533,0.19797187074655556
177,15093,0.3244320148388503,0.3048011170086414,0.35387836158416375,0.46271275507414,0.20405789820563286
166,36270,0.32402576460875504,0.2932650231462671,0.3701668768024869,0.4503994241102522,0.19701029781478263
72,94972,0.32367756872624776,0.2933968986712427,0.3690985738087553,0.4389408586211978,0.2025942541293437
32,84292,0.32356638304023677,0.27972584985725235,0.38932718281471335,0.4546051347199446,0.19420131022888343
176,10640,0.3235296283203405,0.29594092186948356,0.36491268799662585,0.45858000391435644,0.19972320362778784
106,22535,0.32338597458385376,0.3012898332162361,0.3565301866352802,0.4369609846675618,0.19611851239907535
90,19457,0.3171460073643101,0.29985476825805635,0.3430828660236907,0.458448396281269,0.20149214130325502
201,34215,0.31696567148432647,0.29165019410070503,0.35493888755975866,0.45183533459535324,0.2029777819878938
130,8208,0.31461857359197637,0.2595337263703042,0.39724584442448463,0.46560140487641616,0.19829563850683957
12,76777,0.31458811315594326,0.28845659679922947,0.35378538769101386,0.4461261587926835,0.19590374831001367
94,19681,0.3144483328823429,0.2914006807894123,0.34901981102173885,0.45057096616148284,0.19390380362537668
233,18962,0.31284627210592736,0.3056618369439254,0.3236229248489303,0.45505943421550893,0.19314050562835833
182,29301,0.3115421295328975,0.2535827568456874,0.39848118856371273,0.4429216349015947,0.19682881094301394
224,12387,0.3100850294512036,0.2919980436736095,0.33721550811759476,0.4418428448473914,0.20504125936981726
199,8817,0.3094396526882409,0.2996277654642677,0.3241574835242007,0.4217162586294279,0.2008865072356183
7,93984,0.30641856745089807,0.2858221845426617,0.33731314181325267,0.4577580738314177,0.20460733553208874
131,15164,0.30582004667303564,0.2870596858343297,0.33396058793109445,0.4438886854764342,0.19626330153717186
190,26106,0.3010912403027466,0.2682580094463507,0.35034108658734037,0.45667679682343026,0.18878129374638036
46,77980,0.3009277436257085,0.2506254441993146,0.3763811927652993,0.45085405768578146,0.2073694441046829
110,13735,0.29529372386890784,0.26061690878806454,0.3473089464901728,0.42082156676448473,0.19930946181307235
157,6636,0.29407513807679836,0.26719750131536674,0.33439159321894585,0.4557528551798616,0.1969518658770307
169,20706,0.29347092926507956,0.2731915709249887,0.323889966775216,0.4572240360101765,0.20257702099144984
202,33336,0.29011918057684827,0.19401131659557702,0.43428097654875514,0.46043976578431545,0.20579650898468962
9,74316,0.28993824120287887,0.2656250093418485,0.32640808899442436,0.4526829664827585,0.19755649228210423
179,15300,0.2853388388803111,0.23928631147035173,0.3544176299952501,0.4303106511255378,0.20052939497035446
178,7820,0.28226573079726686,0.20156276141843285,0.40332018486551785,0.4727120941559072,0.1917535204419078
117,11200,0.2772613236584886,0.2616354744180795,0.3007000975191023,0.4323436563637623,0.19973837463882826
221,10234,0.2707740595509795,0.2279280545607096,0.33504306703638437,0.44513790215529986,0.19338930299463794
28,4161,0.2647650176753524,0.2465507543101675,0.29208641272312974,0.43496849769352935,0.21127459739216614
21,52155,0.24494622648219172,0.20083286970882733,0.31111626164223827,0.43497358893647986,0.19841718278841267
180,14644,0.21253617787484674,0.10915153480867111,0.3676131424741102,0.4468435751540701,0.19923958627667854
