Eval#,A_Cell_D,B_Barrier_Type,C_Barrier_Thx,F_ThermalResin_Thx,G_CoolingLPM,TP_NoTP,MaxT_TB_Center,MaxT_TB_Top,MaxT_TB_Btm,MaxT_Adj,MaxT_Adj_Y,MaxT_Adj_Z,Max_Power,Time_MaxT,Time_Max_Power,
15,14.04744687,ETI,1.49928003,2.42536684,2.94460247,0,136.2516035,128.2095442,134.1539891,207.3654088,-0.495282454,0.111157623,1392.490382,255,98.8,
16,14.3112285,ETI,1.501804977,2.4024958,7.904437759,0,141.3025921,130.3526874,137.5193545,207.8418915,-0.493234864,0.111635728,1402.647176,255,99,
17,14.29893517,ETI,1.476016806,2.167339029,20.82860747,1,129.7578187,118.5125013,128.7498057,519.2978234,-0.48612471,0.106388594,1385.539234,213.000002,104.9,
18,10.66005934,ETI,1.354727774,2.333806878,4.436712548,0,147.1273554,131.4749964,140.7978599,207.4622203,-0.521333489,0.108878256,1503.306383,264.1,83.3,
19,13.41986869,ETI,1.002810259,2.971384869,4.662907913,1,116.8204397,98.69754639,113.6488447,584.1706785,-0.428969882,0.0888076,2149.562307,104.500002,74.1,
20,14.14311309,ETI,1.4044285,2.775826845,7.368812357,1,123.3012139,108.108919,122.2320517,749.3491416,-0.484381452,0.100998183,1504.078591,175.600002,93.9,
1,11.22905218,ETI,1.323259353,2.154961748,12.27549718,1,136.0204928,125.4173595,132.3752673,849.6076144,-0.496590453,0.110122922,1556.100934,225.700002,83.6,Itr_14
2,12.12524216,ETI,1.348906324,1.457713866,3.454960885,0,142.8776454,130.9768706,133.3125717,209.1680713,-0.508843458,0.113553243,1528.190633,227.9,85.5,
3,13.15437164,ETI,1.398932311,1.42050866,0.76715392,0,137.4222694,129.3335988,131.7274269,209.0147999,-0.502093749,0.114334564,1476.782157,239.6,90.6,
4,15.20502094,ETI,1.514447101,2.11956267,6.609250814,1,133.5525103,124.9256144,131.9968671,803.9464112,-0.486987149,0.113255724,1399.174269,244.700002,102.6,
5,15.28947184,ETI,1.529425549,1.945948463,29.45716725,1,131.878,123.0102,130.6154,504.0108,-0.4860137,0.1078125,1342.88,238.4,110.3,
6,14.95110714,ETI,1.534554792,2.775478902,1.768178229,0,136.7097005,128.4678557,135.1508482,208.6728227,-0.493420918,0.110972373,1375.215292,267.5,102.9,
7,15.86274379,ETI,1.582669652,2.832005476,5.118737158,0,137.6384031,128.8601688,136.031573,208.963669,-0.491997224,0.110573656,1337.126443,278.8,107.8,
8,15.77387096,ETI,1.574370431,2.399537747,29.43805102,1,132.3627926,124.2046298,131.5286135,594.6453511,-0.487217676,0.114286764,1311.251174,260.700002,114.2,
9,12.37361514,ETI,1.364172968,1.748544539,5.155412379,1,131.7096247,121.3851457,129.3382227,688.7768701,-0.494604299,0.111125716,1517.961109,222.600002,87.4,
10,14.11254402,ETI,1.505952921,2.349029872,27.73841281,1,131.6147625,122.6439893,130.861005,795.1387732,-0.171305585,0.111275611,1346.266068,255.900002,106.6,
11,12.64023765,ETI,1.429606695,1.760970533,26.37384746,0,143.5857778,131.1024371,135.6712933,208.5185069,-0.498253633,0.111675616,1400.750459,256.9,99.1,
12,13.89992719,ETI,1.434623347,1.477507153,10.98949837,0,137.2357037,129.2027429,132.0284025,208.5238146,-0.166997006,0.114273724,1450.725475,240.5,94.9,
13,13.57791288,ETI,1.484086482,2.069109115,25.47734713,0,139.7333273,130.0654585,135.4454849,209.0501775,-0.16922981,0.111958081,1362.023063,263.4,103.6,
14,13.69481997,ETI,1.425551493,1.977524661,15.81226671,1,131.4900679,121.7762201,130.2425528,655.700065,-0.487696686,0.112184589,1470.371036,228.200002,93.9,
15,12.2952148,ETI,1.417143143,2.530142333,2.005686088,0,142.9273158,130.0876115,138.1074584,208.2604479,-0.506951423,0.109472844,1463.270706,273.4,90.2,
16,12.38199947,ETI,1.437636219,2.754541433,17.09466353,0,140.7033832,129.4894298,136.2819027,207.1375831,-0.503730986,0.109640998,1440.985359,277.9,91.3,
17,14.31637904,ETI,1.509343247,2.691513734,19.65886439,0,141.4984727,130.3253382,138.3602913,208.004189,-0.491551257,0.111645062,1397.945484,257.4,99.8,
18,14.29430714,ETI,1.507503657,2.66568237,7.329254825,0,141.6145998,130.3885006,138.2578759,208.4430082,-0.493037088,0.111605056,1397.430033,259,99.6,
19,12.30484976,ETI,1.48271357,2.33388541,22.70562866,0,140.6493125,129.6512074,135.9410168,207.6130981,-0.502617147,0.109491522,1385.592685,260.7,93.3,
20,15.19209131,ETI,1.526265141,2.872939254,21.03067859,1,129.981831,118.8979252,129.7716425,681.7094379,-0.484997314,0.103965982,1358.077791,217.200002,109.7,
21,10.01277673,ETI,1.001841071,2.975257015,19.43707407,1,120.0934433,100.4069878,114.0515013,800.4219419,-0.235590971,0.089374619,2059.424975,97.600002,67.7,
22,12.33528249,ETI,1.255320952,2.673359069,6.520602275,1,121.9433072,104.3801823,117.4689728,815.6642188,-0.20232832,0.09458888,1676.365537,140.300002,82,
